14517	625	off Borg Queen Alice Krige 's cape	2
11597	500	So exaggerated and broad that it comes off as annoying rather than charming .	1
18737	822	it is easy to take this film at face value and enjoy its slightly humorous and tender story	3
12638	543	its low-key way of tackling what seems like done-to-death material	2
3658	138	it goes	2
6730	269	a really special walk	3
8225	341	Garth	2
19928	884	made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence	2
18052	787	by as it used to be	2
15377	658	as a call for pity and sympathy	1
29447	1364	IMAX dimensions	2
8365	347	yet hardly memorable	1
19085	837	the intelligence of gay audiences has been grossly underestimated , and	1
10759	457	win	3
9955	417	Jia with his family	2
11	1	demonstrating the adage	2
11329	487	fails to provoke them	1
14889	640	with a shiny new bow	2
18766	824	This Orange	2
3330	125	high-concept films	3
29132	1348	manhood	2
2098	80	its predecessors proud	3
11002	469	an account	2
2927	111	care about	2
5350	213	's this rich and luscious	3
6591	261	the present	2
29170	1350	insufferable movie	0
5066	198	writer and director Burr Steers knows the territory	3
23203	1050	doing-it-for -	2
25244	1153	his personal horrors	2
27961	1283	who is drawn into the exotic world of belly dancing	3
12144	519	it all the more compelling	3
28800	1335	Bjorkness	2
370	14	something	2
4709	179	nostalgic	3
10248	430	Loaf explodes	2
29167	1349	the least	2
23752	1080	The direction occasionally rises to the level of marginal competence ,	2
29898	1386	The simplicity of The Way Home has few equals this side of Aesop	2
17688	765	cool glass	2
20082	891	the most politically audacious films of recent decades	3
20502	915	should keep you reasonably entertained	3
4945	192	happen to people	2
28291	1305	While the path may be familiar , first-time director Denzel Washington and a top-notch cast manage to keep things interesting .	3
29918	1387	is if you have a case of masochism and an hour and a half to blow	0
8885	370	make a movie with depth	2
9269	387	'' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel	3
27005	1240	reassure	2
11482	494	flawed , compromised and sad	0
9665	403	half	2
29580	1370	pasta-fagioli comedy	2
23692	1076	... deliver a riveting and surprisingly romantic ride .	4
4518	171	than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises	1
22180	995	the hands of Woody Allen	2
3590	133	DVD	2
28566	1320	A playful Iranian parable	3
18150	792	wildest	2
12049	517	not to mention gently political -RRB-	2
28246	1300	misanthropic	1
26214	1201	Here on Earth , a surprisingly similar teen drama	2
6549	260	national boundaries	2
12177	521	Goldmember has none of the visual wit of the previous pictures	1
14237	613	her actions	2
25714	1174	Jack Nicholson 's	2
26516	1216	Wayne classics	2
1104	41	Tartakovsky 's team has some freakish powers of visual charm	3
25646	1171	setups	2
9651	403	Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unique way Shainberg goes about telling what at heart is a sweet little girl -	3
26691	1224	rise	2
5722	227	to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002	0
11227	483	shrapnel	2
26654	1223	The Santa Clause 2 's plot may sound like it was co-written by Mattel executives and lobbyists for the tinsel industry .	1
4063	153	` cool ' actors	2
1072	39	gritty	3
27656	1269	Glitter	2
8652	360	Those moviegoers who would automatically bypass a hip-hop documentary should give `` Scratch '' a second look .	4
6320	252	paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers	0
16333	703	great fun	4
21286	951	insiders	2
8137	336	practically	2
11014	470	Brings awareness	3
855	32	-- no , paralyzed --	2
25609	1170	throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` Look at this !	1
6936	277	are flat	1
7932	323	ignore the cliches and	2
20046	889	pay money for what we can get on television for free	1
29778	1380	's only acting	2
19069	836	most magical	4
26546	1217	stand in	2
23742	1079	that jazz	2
19087	837	the intelligence of gay audiences has been grossly underestimated	1
24738	1127	descend upon Utah each January	2
22082	990	whipping out the dirty words	1
4451	167	famous parents	2
15965	685	is said and done	2
9355	390	authentic feel	3
15673	672	of sadness that pours into every frame	2
14189	611	a tough-man contest	2
9767	406	assembled	2
7470	303	the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness	2
9837	410	stymied	2
18148	792	Japan 's	2
23325	1057	less than 90	2
27778	1276	All the more disquieting for its relatively gore-free allusions to the serial murders , but	2
22758	1030	pop-induced score	2
29638	1373	the mystic genres of cinema	2
7264	296	might want to look it up	2
12905	554	Terry Gilliam 's subconscious ,	2
5407	216	the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement	2
17983	783	rediscovering the power of fantasy	3
19282	846	A Meatballs	2
2071	79	This is a heartfelt story ... it just is n't a very involving one .	1
8426	350	resurrect	2
16392	705	came back with the astonishing revelation	2
24615	1120	on the screen	2
6657	264	without making contact	2
28726	1331	semi-autobiographical	2
26942	1237	A seriocomic debut	2
447	16	is a sweet and modest and ultimately winning story	3
3415	127	losing	1
16514	710	would require the patience of Job to get through this interminable , shapeless documentary about the swinging subculture	1
2821	108	saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys	3
16527	710	interminable , shapeless documentary	0
11399	489	able to visualize schizophrenia	2
5743	227	come down	2
13787	595	that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics	3
15877	682	The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .	1
11018	470	issue	2
22986	1039	with a chase to end all chases	3
6853	275	moves away from Solondz 's social critique	2
7275	297	appearance	2
6103	243	Reggio	2
28806	1336	Like many Western action films	2
22141	993	dim-witted	1
19320	849	From blushing to gushing -- Imamura squirts the screen in ` Warm Water Under a Red Bridge '	3
1055	39	Do n't	1
9244	386	bears bears	2
5690	226	of money	2
27141	1249	proves she has the stuff to stand tall with Pryor , Carlin and Murphy	4
1902	70	into a relationship and then	2
7487	303	their own cleverness	3
9937	416	for his performance if nothing else	2
17256	749	of speculation	2
2668	102	Malcolm D. Lee	3
16733	722	about Zelda 's ultimate fate	2
27074	1244	knows its Sade	2
12258	525	-LRB- Raimi 's -RRB- matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films	2
9732	404	yelling	2
7434	302	injects just enough freshness into the proceedings	3
21802	975	Clever but not especially compelling .	2
23994	1089	Oscar-sweeping	4
21719	970	subtitles	2
13502	581	the parade of veteran painters , confounded dealers , and	2
27494	1263	its recycled aspects ,	1
18454	809	had just gone that one step further	2
17705	766	A quiet ,	2
1785	66	designed to garner the film a `` cooler '' PG-13 rating	2
3438	128	its promenade	2
23731	1079	of the Academy	2
15100	649	utterly painful to watch	0
27256	1253	while walking around a foreign city with stunning architecture	2
13150	565	one that makes a depleted yesterday feel very much like a brand-new tomorrow	2
1327	49	the pages	2
4100	154	same fights	2
16254	701	predictably conventional	1
17538	760	deeply moving	3
18103	789	is still worth	3
29422	1363	does not translate well to the screen	1
9954	417	of Jia with his family	2
26131	1197	in Spielberg 's work	2
18855	827	Louis Begley 's source novel -LRB- About Schmidt -RRB-	2
27884	1281	After an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .	1
2568	98	the exalted tagline	2
20861	931	is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
5380	215	a routine slasher film that was probably more fun to make than it is to sit through	0
12465	535	If the title is a Jeopardy question	2
1484	54	across	2
24725	1127	Film Festival	3
28691	1328	a sick , twisted sort of way	1
4281	163	any creature-feature fan	3
22079	990	Caine	2
25787	1179	those films	2
14157	610	one black and	2
29386	1360	Wal-Mart	2
2389	91	the solution to another	2
11360	488	thinking the only reason	2
18751	822	slightly	2
20792	928	Their contrast is neither dramatic nor comic --	1
15214	654	captivated	4
25121	1148	Kafka-inspired philosophy	2
6220	246	generous	3
26147	1198	enjoyed the love story	4
18538	814	If cinema had been around to capture the chaos of France in the 1790 's , one imagines the result would look like something like this .	3
20757	926	tedious and turgid	1
14677	632	feel the love	3
16978	737	Solaris	2
29830	1383	bravery and	2
8741	364	eliminating the beheadings	2
27682	1271	its comic barbs	2
27135	1249	With Notorious	2
7319	298	the history	2
6250	248	very good time	4
24937	1136	that keeps it from seeming predictably formulaic	3
12024	516	remake	2
19483	854	somewhat disappointing and meandering saga	2
17755	770	A generic international version of a typical American horror film	1
23832	1082	latter	2
19238	844	makes you crave Chris Smith 's next movie	4
22940	1038	Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame	1
8319	345	certainly	3
6195	246	've ever	2
2	1	A series of escapades demonstrating the adage that what is good for the goose	2
25260	1153	gold	3
18944	832	Decasia	2
4675	178	plainly dull and visually ugly	0
23332	1058	Crimen del Padre Amaro	2
23460	1064	batting his sensitive eyelids	2
16739	723	Successfully blended satire , high camp and yet another sexual taboo into a really funny movie .	3
18575	816	inform and educate	2
28339	1308	so well	3
1935	71	not	1
4983	194	usually achieved only by lottery drawing	2
14779	636	This is popcorn movie fun with equal doses of action , cheese , ham and cheek -LRB- as well as a serious debt to The Road Warrior -RRB- ,	2
3199	120	still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival	3
562	21	so far	2
22884	1036	Earnhart 's	2
28617	1323	as possible	2
13888	597	of Mostly Martha	2
9185	383	thesps	2
12005	516	So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .	3
6442	255	with solid performances and eerie atmosphere	4
10859	461	is quintessential Bollywood .	3
27297	1254	remotely	2
13531	581	ever explaining him	2
13524	581	upon the subject 's mysterious personality	2
11831	509	a part	2
17847	775	achieves the remarkable feat of squandering a topnotch foursome of actors ...	2
25932	1187	trickster	2
19474	853	on-camera and off --	2
7184	293	elements	2
997	36	of horror movies	2
7845	319	more than one joke	2
21299	952	being good	3
21245	950	national psyche	2
505	18	Hong Kong movie	2
29916	1387	see this movie	4
21731	971	a worthless film	0
29720	1377	The power of Shanghai Ghetto	3
18478	810	diversions could ever be .	2
20407	912	The subtitled costume drama is set in a remote African empire before cell phones , guns , and the internal combustion engine ,	2
28650	1325	strong and	3
3791	144	rote	2
17817	773	Charlotte Sometimes is a gem .	3
11500	496	summertime	2
12574	540	meet	2
6733	269	special	3
27517	1264	is as padded as Allen 's jelly belly	0
12880	553	most obvious	2
1441	52	letting	2
21922	980	trial movie	3
17774	771	delivered , yet with a distinctly musty odour , its expiry date long gone	1
13282	571	nutty , consistently funny .	3
1960	72	the clever credits roll	3
29265	1354	tract	2
21476	961	Oscar-winning	4
1526	56	lead performances	3
27706	1272	The Scorpion King	2
29895	1385	marks the spot .	3
19808	874	be fruitful	3
19919	883	this bit	2
23682	1076	Jagger , Stoppard and director Michael Apted ... deliver a riveting and surprisingly romantic ride .	4
958	35	of his first film , The Full Monty ,	1
24455	1113	The evocative imagery and gentle , lapping rhythms of this film are infectious	3
7777	316	that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts .	2
12750	549	the formula	2
28932	1340	a film with this title	2
26855	1232	sorrowfully sympathetic to the damage	2
9490	395	Maybe	2
21722	970	Italian-language soundtrack	2
23683	1076	Jagger , Stoppard and director Michael Apted	2
8098	334	one of the rare directors who feels acting is the heart and soul of cinema	3
21586	966	Real Women Have Curves wears its empowerment on its sleeve but	2
17368	754	Less an examination of neo-Nazism than a probe into the nature of faith itself	3
20401	911	director I admire	2
20584	918	in asking questions	2
255	9	leave you with much	2
17377	754	a probe	2
2330	89	different from our own	2
22849	1034	resembles the el cheapo margaritas served within	2
631	23	house	2
8385	349	uniformly well acted	3
19941	884	on love , history , memory , resistance and artistic transcendence	2
24550	1117	`` Serving Sara '' has n't much more to serve than silly fluff	0
12405	531	kinky bedside vigils	2
11089	473	of small victories	2
4880	189	result	2
20551	917	notes about their budding amours	2
18795	825	the unacceptable ,	0
28129	1292	leaves a bitter taste	1
27757	1275	There are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .	0
16668	720	a mostly magnificent directorial career ,	4
4770	182	that are powerful and moving without stooping to base melodrama	3
20244	901	appears to be the definition of a ` bad ' police shooting	1
24268	1103	The wonderful combination	3
26392	1210	posing as a real movie .	0
14192	611	contest	2
10279	432	Paul	2
22581	1020	is visually smart	3
25186	1152	be an unendurable viewing experience for this ultra-provincial New Yorker	1
24602	1120	hopelessly	2
23892	1085	negativity	0
23444	1064	With McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids	1
5909	236	procedure	2
1420	52	shelves	2
5983	240	chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department .	3
21839	977	supporting	3
5150	203	liking to read	2
7257	295	Britney Spears '	2
27744	1274	A college story	2
26114	1197	have n't seen the film lately	2
29188	1351	smart , savvy , compelling	4
1345	50	call for prevention rather than to place blame	2
14762	635	come full circle	2
20644	921	Denzel Washington 's fine performance in the title role	4
5928	236	its contemporaries	2
5628	224	The script	2
2284	87	its courage , ideas , technical proficiency	3
5034	197	saw it	2
20121	893	Lewis	3
4777	182	stooping to base melodrama	1
12593	541	whose valuable messages are forgotten 10 minutes after the last trombone	1
10314	433	handguns	2
7508	304	conventional	2
11619	501	brilliant and macabre	4
9691	403	also the unique way Shainberg goes about telling what at heart is a sweet little girl	4
6628	264	World Traveler	2
13915	599	pile up , undermining the movie 's reality and stifling its creator 's comic voice	1
14401	620	more than	2
23046	1043	Barbershop is n't as funny as it should be	1
26710	1225	for all its social and political potential	2
9515	396	tuba-playing dwarf	2
19585	860	It will break your heart many times over .	2
10560	446	animals	2
1866	69	gay fantasia	2
29012	1344	By surrounding us with hyper-artificiality	1
15400	658	pasts	2
13128	564	relying on the usual tropes	2
4580	173	far too much	1
1772	66	embarrassingly	1
17249	749	his death	2
7055	283	was sent a copyof this film to review on DVD	2
12822	552	is better-focused than the incomprehensible Anne Rice novel	2
2894	110	for being	2
15647	671	on screen been so aggressively anti-erotic	1
10648	451	to get anywhere near the story 's center	3
3072	115	it seem	2
22203	995	lame	0
24913	1135	they lived	2
6438	255	videos	2
17568	761	obviously	2
10980	468	could only	2
13375	575	is undone by his pretensions	1
12707	547	unflinching look	3
11001	469	an account as Seinfeld	2
2827	108	the aid	2
22419	1011	ca n't support the epic treatment	1
24171	1098	he respects the material without sentimentalizing it	3
23895	1085	a rare treat that shows the promise of digital filmmaking	3
29681	1375	Does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of Richard Nixon .	2
21697	970	realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack	2
8816	367	The Hunger or Cat People	2
8420	350	When you resurrect a dead man , Hard Copy should come a-knocking , no	2
4974	194	generates	2
23006	1042	A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .	1
21462	960	parable .	2
22147	993	gibberish	1
15857	681	It 's a glorious spectacle like those D.W. Griffith made in the early days of silent film .	4
8638	358	little of our emotional investment	1
11976	514	arrives at	2
21387	955	of college football games	2
6036	240	department	2
22343	1007	Should have been worth cheering as a breakthrough but is devoid of wit and humor .	1
10588	447	of the man and the code	2
18326	800	take movies by storm	4
3037	114	, a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .	2
3974	150	focusing on eccentricity	2
29890	1385	a hint	3
29224	1352	observations on the human condition	3
20653	922	So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .	0
10001	420	television	2
13701	590	It 's a rollicking adventure for you and all your mateys , regardless of their ages .	4
2060	78	high school swimming	2
23188	1050	demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	1
22763	1030	a Spielberg trademark	3
5033	197	saw it on TV	2
19871	878	low-budget filmmaking	1
10865	462	A characteristically engorged and sloppy coming-of-age movie	2
14344	618	tired , unnecessary retread	1
770	28	be in the theater beyond Wilde 's wit and the actors ' performances	2
29575	1370	it integrates thoughtfulness and pasta-fagioli comedy	3
12712	547	one man 's downfall	2
11970	513	chop suey	2
1222	45	have that option	2
24669	1123	one moment	3
5851	233	blaxploitation flicks	2
29996	1391	funniest motion	3
6185	246	This movie	2
28979	1343	I have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .	2
24279	1103	of the first film	2
9531	397	Loses	2
25220	1152	Melanie Carmichael	2
27437	1259	a reluctant , irresponsible man and the kid who latches onto him	1
9858	412	Anyone who suffers through this film	0
9365	390	stand	2
19719	869	of passion	3
24578	1119	have an idea of the film 's creepy , scary effectiveness	3
15170	652	's finally been given a part worthy of her considerable talents	3
8750	365	avoids all the comic possibilities of its situation , and	1
15327	657	of a woman	2
22737	1030	`` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .	3
2929	111	is n't very funny	1
28609	1322	's no fizz	1
7223	294	has the right stuff for silly summer entertainment and	3
26698	1224	the art of scratching -LRB- or turntablism -RRB- in particular	2
4230	160	without lectures or confrontations	3
529	19	The Avengers and	2
13913	599	Falsehoods	2
1186	43	works spectacularly well ...	3
19462	853	starting	3
20788	927	flopping	1
11950	512	, Todd Solondz takes aim on political correctness and suburban families .	2
19705	869	Kaufman and Jonze	2
8101	334	the rare directors	2
21177	948	shows its indie tatters and self-conscious seams	1
29582	1371	An annoying orgy of excess and exploitation that has no point and goes nowhere .	0
16303	702	with self-preservation	2
23527	1066	however entertainingly presented	3
22617	1022	fits the profile too closely .	2
15439	661	the film settles too easily along the contours of expectation	1
11554	497	the way many of us live -- someplace between consuming self-absorption	2
15336	657	lust and	2
21783	974	he went back to school to check out the girls	2
17763	770	American horror film	2
12044	517	profoundly	3
21799	974	frat	2
18756	823	as a fairly weak retooling	1
5431	217	A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : Everyone has shown up at the appointed time and place , but	0
24854	1133	warm without ever succumbing to sentimentality	3
25880	1185	to shock and amaze	3
7648	310	Judith and Zaza 's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .	4
10334	434	the film 's nightmare versions of everyday sex-in-the-city misadventures	1
23879	1084	technique	2
27564	1266	through the Hollywood pipeline	2
4510	170	sad	1
17678	765	I 'll settle for a nice cool glass of iced tea and a Jerry Bruckheimer flick any day of the week	3
16847	729	comic taste	2
2569	98	exalted tagline	2
7662	310	so intimate and sensual and funny and psychologically self-revealing	4
12486	535	Seagal	1
8608	357	gone	2
6240	248	the first	2
12935	555	top	2
5582	221	love stories	2
3663	138	end up having much that is fresh to say about growing up Catholic or , really , anything	2
4741	181	outnumber the hits by three-to-one .	1
19159	840	more special	2
20157	896	puzzling real-life happening	2
28871	1338	the Hopkins\/Rock collision	2
3932	149	B-movie thrillers	3
25414	1163	to watch them go about their daily activities for two whole hours	2
22197	995	comes across as lame and sophomoric in this debut indie feature	0
6743	270	photographed and staged by Mendes	2
15911	683	year 's	2
16886	732	If you 've grown tired of going where no man has gone before , but several movies have - take heart .	3
6214	246	of human life	2
22265	1001	moving as the filmmakers seem to think	2
23929	1087	, ill-constructed and fatally overlong	1
9198	384	offensive and redundant	0
23666	1075	A clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film	1
9287	387	the internet	2
28781	1334	unease	1
23252	1054	-LRB- Crystal and De Niro -RRB-	2
2435	93	the perverse pleasure	3
6465	257	Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .	3
9849	411	why film criticism can be considered work	2
23654	1073	mother	2
1899	70	who stumble into a relationship and then	2
8109	334	the heart and soul	2
19948	884	resistance and artistic transcendence	3
3890	148	Too clumsy in key moments ... to make a big splash .	1
23375	1059	changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities	2
5336	211	Bourne	2
13985	602	to fill an almost feature-length film	2
10682	452	picture	2
13240	570	Cahill	2
5123	201	A little	2
56	1	to much of a story	2
27214	1252	will suck up to this project ... '	2
3934	149	thrillers	2
22785	1032	The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .	3
11573	498	glows with enthusiasm , sensuality and a conniving wit	4
13000	559	relate	2
673	24	Windtalkers	2
27986	1284	Bartleby	2
27428	1259	in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him	3
14964	643	can such a cold movie claim to express warmth and longing ?	0
5853	233	flicks	2
26033	1191	None of this has the suavity or classical familiarity of Bond , but much of it is good for a laugh	2
8795	366	a master	4
19701	869	Kaufman and Jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .	2
9836	410	stymied by accents thick as mud	1
27665	1270	Rock solid family fun	4
21661	969	to hate one character	2
22576	1020	answers all questions	2
19269	845	all of us	2
15384	658	sympathy	2
25021	1141	conventional -- lots of boring talking heads , etc. -- to do the subject matter justice	1
6278	249	basic	2
7607	308	saying that piffle is all that the airhead movie business deserves from him right now	2
10436	438	that breadth	2
27979	1284	careens	2
9050	377	apex	2
17507	759	creature	2
8533	353	does n't connect in a neat way ,	1
27383	1258	might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead	1
18081	788	1899	2
23571	1067	toward its subject	2
17511	759	but something far more stylish and cerebral -- and , hence ,	2
19036	835	the payoff for the audience , as well as the characters , is messy , murky , unsatisfying .	0
7856	320	created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy .	3
28444	1315	resembles this year 's version of Tomcats	2
1132	41	of narrative banality	0
12413	531	and yet at the end	2
13541	582	Hudson	2
17200	746	gorgeous film a must for everyone from junior scientists to grown-up fish lovers	4
6290	251	predictable in the reassuring manner of a beautifully sung holiday carol	4
25752	1176	a comic book with soul	4
28589	1320	ideological	3
2120	81	a lot richer than the ones	3
9791	407	serious film	2
3899	148	to make a big splash .	3
26594	1219	he 's made at least one damn fine horror movie	4
20494	915	in a tired old setting	1
9785	407	An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance	0
17121	743	fogging up	2
5420	216	complex	3
1513	55	it 's cliche to call the film ` refreshing	2
457	16	winning story	3
26087	1194	be building suspense	3
17266	749	faced	3
1681	62	of the ties	2
26707	1224	turntablism	3
27446	1259	the kid	2
7384	301	fellow	2
27169	1251	that not only would subtlety be lost on the target audience , but	1
307	12	Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .	1
18683	819	der Groen	2
17112	743	the sympathy	2
14346	618	, unnecessary	1
11738	505	pasty	2
5098	199	is a superior horror flick .	4
13235	570	Nair and	2
29781	1381	The waterlogged script	1
12308	526	a little too much resonance	2
16780	725	Same song ,	1
9270	387	has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel	2
1957	72	the characters '	2
23198	1050	we 're - doing-it-for - the-cash ' sequel	2
11179	481	all of its assigned marks to take on any life of its own	1
6794	272	alternative	2
17220	747	does n't come much lower	2
17257	749	speculation	2
11046	471	The Shining , The Thing , and	2
8049	331	at least he provides a strong itch to explore more .	3
535	19	Wild West	2
8201	340	directs The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion .	1
15351	657	emotional ghosts of a freshly painted Rembrandt	3
22932	1037	been replaced by the bottom of the barrel	0
17288	750	Loyal	3
11939	511	that finally get under your skin	2
11424	490	, riveting and handsomely	3
5206	206	the revenge unfolds	2
26635	1221	hanging	1
3508	130	carries us effortlessly	3
14259	614	of doing so when dealing with the destruction of property and , potentially , of life itself	2
7612	308	is all	2
413	15	Moonlight Mile , better judgment be damned	2
2518	96	of emotion	2
19322	849	blushing	2
17938	781	Essentially a collection of bits	2
15529	665	gets there	2
375	14	say	2
20514	916	Griffiths '	2
29347	1359	of perspective	2
7780	316	South Korean	2
8624	358	involves us in the unfolding crisis	2
4648	176	an utterly incompetent conclusion	0
21280	951	may put off insiders and outsiders alike	2
22119	992	exudes the urbane sweetness	3
5054	197	seen that movie	2
5726	227	a more confused , less interesting and more sloppily made film could possibly come down the road in 2002	0
12627	543	What sets this romantic comedy apart from most Hollywood romantic comedies	2
13278	570	of real life	2
27573	1267	The unexplored story opportunities of `` Punch-Drunk Love '' may have worked against the maker 's minimalist intent but	2
15280	655	I assume the director has pictures of them cavorting in ladies ' underwear	2
19646	863	its digs	2
21148	946	earn our love	3
24128	1097	The sheer joy and pride	4
