1403	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .	1
1128	41	the modern rut	1
1352	50	to place blame	1
1022	37	amusing us	3
1524	56	Both lead performances	2
1463	53	are processed in 60 minutes	2
681	24	how	2
1499	54	era	2
272	11	There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .	1
1517	55	to call the film ` refreshing	3
971	36	They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .	1
249	9	it does n't leave you with much .	1
930	34	going on	2
879	32	sounding	3
925	34	very little	2
150	4	or	2
141	4	deceit	1
1065	39	it 's a dark , gritty story	2
248	9	But it does n't leave you with much .	1
436	16	try too hard to be mythic	1
1477	53	overexposed	1
269	10	same reason	2
1063	39	it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going	2
1037	38	gives	2
1017	37	in entertaining itself	2
839	30	rather	2
111	3	sitting through this one	1
604	22	a case study	2
95	3	, I suspect , would have a hard time sitting through this one .	1
823	30	well-constructed	3
1844	68	a drive-by	2
517	19	As inept as big-screen remakes of The Avengers and The Wild Wild West .	1
1841	68	's like a drive-by .	2
1402	52	Finally	2
1199	44	This 100-minute movie only has about 25 minutes of decent material .	1
1967	73	-LRB- An -RRB- absorbing documentary	3
1870	69	above all	3
850	32	Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire	1
1613	60	Transforms	2
715	26	pedigree , mongrel pep	2
1673	62	it offers flickering reminders of the ties that bind us .	2
992	36	terror	1
1443	52	sleeping dogs	2
1996	75	that are still looking for a common through-line	2
832	30	's inoffensive and actually rather sweet	3
649	24	That the Chuck Norris `` grenade gag ''	2
1427	52	aborted attempts	1
1745	65	impressed upon it	2
1293	48	filmmaker	2
945	35	Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .	2
547	20	expect --	2
342	12	the dreams of youth	3
282	11	recommend	3
626	23	going to a house party	2
672	24	during	2
659	24	gag ''	2
1789	66	garner	2
1438	52	strong	3
880	32	like satire	2
1053	39	Do n't judge this one too soon -	2
792	29	vapid actor 's exercise	1
1686	62	bind	2
858	32	no	1
54	1	amounts to much of a story	2
730	27	clearly means to	2
995	36	the heroes	2
1761	66	is the script 's endless assault of embarrassingly ham-fisted sex jokes	0
1257	46	-RRB-	3
855	32	-- no , paralyzed --	2
1439	52	for letting sleeping dogs lie	2
816	30	More vaudeville	2
996	36	heroes	3
1009	37	if the movie is more interested in entertaining itself than in amusing us	1
1445	52	lie	1
1366	50	ever made	2
550	20	nothing	1
1624	60	a smart new comedy	4
707	26	with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications	2
1237	46	might like and more experimental in its storytelling	3
1	1	A series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .	1
899	33	cartoon	2
346	12	youth	2
828	30	those terms	2
162	5	self-glorification	2
217	8	of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	2
1148	42	in this French shocker	2
684	24	serious-minded	2
1433	52	in Reno	2
549	20	but nothing	2
1228	46	the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling	3
1094	40	romantics	3
1426	52	of aborted attempts	1
1467	53	60 minutes	2
735	27	preach exclusively to the converted	2
1757	66	Downright	2
1700	63	other than their funny accents -RRB-	2
328	12	to be in a martial-arts flick	2
1305	49	Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .	4
1689	63	Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and	0
87	3	of Ismail Merchant 's work	2
81	2	seeking	2
1294	48	would disagree	2
302	11	source	2
614	22	the movie 's political ramifications	2
1749	65	, is still good fun .	3
998	36	horror movies	2
1338	50	has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made	4
1004	37	almost feels as if the movie is more interested in entertaining itself than in amusing us .	0
975	36	're	2
706	26	arrives	2
633	23	watching the host defend himself against a frothing ex-girlfriend	2
1219	45	you still have that option .	2
988	36	as whatever terror the heroes of horror movies try to avoid	2
1735	65	The film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .	3
1408	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts	2
635	23	the host defend himself against a frothing ex-girlfriend	2
1099	40	date	2
1965	72	roll	2
1050	38	error	1
33	1	for the gander , some of which occasionally amuses but none of which amounts to much of a story	2
1678	62	flickering reminders	2
1590	59	forth	2
1895	70	New York middle-agers	2
572	22	Hicks	2
454	16	modest	3
1792	66	`` cooler '' PG-13 rating	2
747	28	of Being Earnest	2
1563	58	spooky	2
1723	64	thought through than in most ` right-thinking ' films	3
1645	61	Peter	2
12	1	demonstrating	2
1197	43	nerve-rattling	2
677	24	good indication	3
1871	69	above	2
663	24	occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is	3
703	26	It arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .	2
1814	67	:	2
1411	52	coming	2
1209	44	about 25	2
277	11	's little to recommend Snow Dogs	1
476	18	a less dizzily gorgeous companion to Mr.	2
434	16	movies	2
1351	50	rather than	2
1156	42	usual bad boy weirdo role	2
1326	49	peppering	2
1773	66	ham-fisted	1
1441	52	letting	2
125	4	combination	2
1826	67	man	2
908	33	makes for some glacial pacing	1
195	6	undergoing	2
294	11	cliched dialogue	1
1940	72	Scherfig -RRB-	2
1164	42	role	2
504	18	a Hong Kong movie	2
483	18	gorgeous	3
244	8	Bartlett	2
1641	61	Horton	2
1303	48	the point	2
1633	61	James Eric , James Horton and director Peter O'Fallon	2
1530	56	Oscar-size	2
811	30	More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .	2
360	13	an	2
1968	73	-LRB- An -RRB-	2
91	3	Merchant 's	2
806	29	Arthur Schnitzler 's	2
1171	43	primary goal	2
1374	51	clunky TV-movie	1
1023	37	amusing	4
1213	44	decent material	3
894	33	first	2
1593	59	cradles its characters , veiling tension beneath otherwise tender movements	3
1348	50	for prevention rather than	2
1391	51	celebrated	3
1051	39	Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .	3
905	33	other	2
447	16	is a sweet and modest and ultimately winning story	3
1823	67	of a man we only know as an evil , monstrous lunatic	1
1249	46	though no less horrifying for it -RRB-	2
797	29	exercise	2
152	4	juicy soap opera	3
1214	44	decent	3
578	22	of couples	2
1226	46	the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .	3
1684	62	that bind us	2
1648	61	is so pat it makes your teeth hurt .	1
533	19	Wild Wild West	2
1195	43	shiver-inducing	3
395	14	perspective	2
1097	40	on a date	2
1542	58	Mark	2
548	20	expect	2
1942	72	has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .	3
1147	42	home	2
679	24	of how serious-minded the film is	2
1115	41	of visual charm	3
400	14	off the path of good sense	1
1840	68	It 's like a drive-by .	1
239	8	reading	2
1176	43	frighten and disturb	2
1586	59	swaying	2
660	24	gag	1
1615	60	-LRB- Shakespeare 's -RRB- deepest tragedies	2
413	15	Moonlight Mile , better judgment be damned	2
662	24	occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .	2
994	36	the heroes of horror movies	2
528	19	The Avengers and The Wild Wild West	2
1025	38	The movie 's progression into rambling incoherence	0
1622	60	tragedies	1
1503	54	silly rather than	1
699	25	from start	2
786	28	'	2
1316	49	subject	2
398	14	throw	2
1639	61	Eric	3
13	1	the adage	2
323	12	his childhood dream	2
1458	53	all the interesting developments	3
1015	37	interested in entertaining itself	3
799	29	appropriate the structure of Arthur Schnitzler 's Reigen	2
1540	58	Mark Pellington 's latest pop thriller	2
956	35	runaway	2
235	8	like a reading from Bartlett 's Familiar Quotations	2
937	34	serve	2
521	19	inept	1
455	16	ultimately winning story	4
1185	43	works spectacularly well ... A shiver-inducing , nerve-rattling ride	4
648	24	That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .	2
1569	59	Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .	3
1632	61	by James Eric , James Horton and director Peter O'Fallon	2
1896	70	York middle-agers	2
1882	69	its title	2
34	1	the gander , some of which occasionally amuses but none of which amounts to much of a story	1
1801	67	A smart , provocative drama that does the nearly impossible :	4
83	3	Even fans of Ismail Merchant 's work	2
1551	58	as kooky and overeager as it is spooky and subtly in love with myth	3
1891	70	two skittish New York middle-agers	2
1824	67	a man we only know as an evil , monstrous lunatic	2
669	24	7	2
1843	68	like a drive-by	2
697	25	comedy	3
1036	38	gives new meaning	2
102	3	would have a hard time sitting through this one	0
16	1	that what is good for the goose	2
807	29	Arthur	2
135	4	, betrayal , deceit and murder	2
1617	60	Shakespeare 's -RRB-	2
1695	63	lack any intrigue -LRB- other than their funny accents -RRB-	1
357	13	are an absolute joy	3
771	28	be in the theater	2
1651	61	pat it makes your teeth hurt	2
810	29	Reigen	2
1729	64	most	2
140	4	deceit and	2
482	18	dizzily	2
813	30	More vaudeville show than well-constructed narrative , but	2
410	15	still	2
1683	62	ties	2
738	27	exclusively	2
1208	44	about 25 minutes	2
63	1	.	2
194	6	undergoing midlife crisis	2
352	12	just	2
901	33	feel like other movies	2
1466	53	in 60 minutes	2
601	22	offering a case study that exists apart from all the movie 's political ramifications	2
1437	52	strong case	3
167	6	A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .	4
157	5	Aggressive self-glorification and a manipulative whitewash .	1
80	2	worth	2
800	29	appropriate the structure	2
1149	42	this French shocker	2
1504	54	silly	3
1428	52	aborted	2
1576	59	has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .	3
381	14	in which extravagant chance can distort our perspective and throw us off the path of good sense	2
530	19	The Avengers	2
796	29	actor	2
1875	69	a love story as sanguine as its title	3
1990	75	of vignettes	2
953	35	the runaway success of his first film , The Full Monty ,	4
178	6	rooted in a sincere performance by the title character undergoing midlife crisis	3
335	12	flick	2
212	7	plodding	1
655	24	`` grenade gag ''	2
1583	59	gently	2
1851	69	many	2
1921	71	has an ambition to say something about its subjects , but not a willingness	2
424	16	A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .	3
190	6	the title character	2
1724	64	thought	2
1039	38	new	3
276	11	's little to recommend Snow Dogs ,	1
384	14	extravagant chance	2
575	22	the oddest of couples	2
393	14	our perspective	2
122	4	positively	3
254	9	n't	2
350	12	remain	2
192	6	title	2
291	11	cliched dialogue and perverse escapism a source of high hilarity	1
830	30	terms	2
802	29	the structure	2
1151	42	French	2
1533	57	Run	2
345	12	of youth	2
182	6	in	2
57	1	to	2
624	23	going to a house party and watching the host defend himself against a frothing ex-girlfriend	1
1736	65	, despite the gratuitous cinematic distractions impressed upon it , is still good fun .	3
505	18	Hong Kong movie	2
108	3	hard time	1
289	11	considers cliched dialogue and perverse escapism a source of high hilarity	2
1993	75	clips	2
1354	50	place	2
761	28	it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .	2
1959	72	after the clever credits roll	3
1261	47	tricky and satisfying	3
1904	70	a relationship and	2
229	8	wit it plays like a reading from Bartlett 's Familiar Quotations	2
1296	48	honestly , I do n't see the point	0
692	25	romantic comedy boilerplate from start to finish	2
24	1	for the goose	2
1884	70	A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then	3
1631	61	screenplay	2
1373	51	clunky TV-movie approach	0
1277	47	cinematic	3
1682	62	the ties	2
1861	69	midnight flick	2
451	16	sweet and modest	3
784	28	actors '	2
306	11	hilarity	3
312	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that	0
1381	51	detailing	3
719	26	mongrel	1
236	8	like	2
1934	71	but not	2
1357	50	making	2
574	22	make	2
1674	62	offers flickering reminders of the ties that bind us .	3
284	11	Snow	2
402	14	the path of good sense	2
1979	74	rot	1
993	36	the heroes of horror movies try to avoid	1
718	26	mongrel pep	2
1978	74	rot and	2
189	6	the title character undergoing midlife crisis	2
1334	50	Bloody Sunday	2
1101	41	Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality	1
1487	54	a relic from a bygone era , and its convolutions ... feel	2
1239	46	like and more experimental in its storytelling	2
1560	58	is spooky and subtly	3
593	22	the gambles of the publishing world	2
1642	61	director Peter O'Fallon	2
942	34	considerable dash	2
43	1	which	2
1266	47	any of David	2
255	9	leave you with much	2
300	11	a source of high hilarity	3
675	24	a good indication of how serious-minded the film is	3
1516	55	cliche	1
1181	43	then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
1026	38	The movie 's progression	3
737	27	preach	2
1998	75	are still	2
1573	59	Chabrol 's	2
270	10	same	2
1862	69	midnight	2
1014	37	more interested in entertaining itself	1
1369	51	Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .	1
573	22	make the oddest of couples	2
911	33	some glacial pacing	2
1254	46	horrifying for it	2
1807	67	provocative	3
542	20	you 'd expect -- but nothing more	1
974	36	're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid	2
1150	42	French shocker	3
258	9	you	2
320	12	Oedekerk	2
1275	47	airless	2
1308	49	has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers	3
1872	69	it 's a love story as sanguine as its title .	2
740	27	the converted	2
502	18	very much	2
1783	66	rewrite designed to garner the film a `` cooler '' PG-13 rating	2
990	36	whatever	1
1111	41	some freakish powers	2
61	1	a story	2
1087	39	on going	2
84	3	Even fans	2
1056	39	Do	2
789	29	latest	2
146	4	a Shakespearean tragedy	1
608	22	exists apart from all the movie 's political ramifications	2
361	13	absolute joy	3
1435	52	a strong case for letting sleeping dogs lie	1
21	1	is	2
1049	38	script error	1
1852	69	things	2
1200	44	This 100-minute movie	2
693	25	romantic comedy boilerplate from start	2
694	25	romantic comedy boilerplate	1
116	3	one	2
1217	45	Fortunately	2
1203	44	only has about 25 minutes of decent material .	1
1339	50	the grace to call for prevention rather than to place blame , making it one of the best war movies ever made	4
430	16	from baseball movies that try too hard to be mythic	1
734	27	preach exclusively to the converted .	1
1933	71	subjects	2
1887	70	very funny	4
1711	63	scenes	2
1356	50	making it one of the best war movies ever made	4
1839	67	lunatic	2
1893	70	skittish New York middle-agers	2
1457	53	all the interesting developments are processed in 60 minutes	2
1529	56	are Oscar-size	3
636	23	the host	2
617	22	political ramifications	2
305	11	high	3
1566	58	love with myth	2
1288	48	the filmmaker would disagree , but ,	2
1242	46	more experimental	3
826	30	on those terms	2
1241	46	more experimental in its storytelling	3
1045	38	` fatal script error	0
78	2	is worth seeking	4
603	22	a case study that exists apart from all the movie 's political ramifications	3
1166	43	If a horror movie 's primary goal is to frighten and disturb	2
1890	70	two skittish New York middle-agers who stumble into a relationship and then	2
1002	36	avoid	0
801	29	appropriate	3
149	4	tragedy	1
1634	61	James Eric , James Horton and	2
1422	52	after	2
1706	63	funny	3
1980	74	hack	1
1410	52	coming down off	2
446	16	is a sweet and modest and ultimately winning story .	4
1230	46	sensational true-crime	4
315	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick	2
1660	62	arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .	3
1016	37	interested	3
115	3	this one	2
1052	39	Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going	2
19	1	what	2
36	1	the gander	2
639	23	defend himself	3
1138	42	Gallo	2
1785	66	designed to garner the film a `` cooler '' PG-13 rating	2
374	14	say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense	2
283	11	Snow Dogs	2
1454	53	to Williams	2
44	1	occasionally amuses but none of which amounts to much of a story	2
241	8	from	2
405	14	of good sense	3
1061	39	soon	2
576	22	the oddest	2
1465	53	processed	2
1748	65	upon	2
1819	67	under	2
1248	46	-LRB-	1
1694	63	villains	1
1691	63	Its generic villains	2
131	4	all	2
1345	50	call for prevention rather than to place blame	2
1795	66	'' PG-13 rating	2
42	1	of which	2
611	22	apart	2
1081	39	totally unexpected	2
1928	71	to say something about its subjects	2
668	24	7 times	2
818	30	show than well-constructed narrative	3
973	36	're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .	1
1628	61	The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .	1
742	28	While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .	1
1866	69	gay fantasia	2
1638	61	James	2
701	25	to finish	2
658	24	grenade	1
414	15	Moonlight Mile , better judgment	2
1218	45	, you still have that option .	2
1919	71	it has an ambition to say something about its subjects , but not a willingness .	2
110	3	time	2
833	30	inoffensive and actually rather sweet	3
1818	67	under the skin of a man we only know as an evil , monstrous lunatic	1
638	23	defend himself against a frothing ex-girlfriend	2
1090	40	could young romantics out on a date	3
511	18	despite	2
250	9	does n't leave you with much .	1
6	1	of escapades demonstrating the adage that what is good for the goose	2
372	14	serious	2
364	14	Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .	3
166	5	whitewash	2
1040	38	meaning	2
673	24	Windtalkers	2
429	16	relief	2
1858	69	stoner midnight flick ,	2
1687	63	Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered .	1
1900	70	stumble into a relationship and then	2
1086	39	keeps	2
1163	42	weirdo	2
1752	65	is still	2
1069	39	dark	2
1936	71	a willingness	2
18	1	what is good for the goose	2
1160	42	boy weirdo role	2
486	18	Mr.	2
820	30	than well-constructed narrative	3
1797	66	PG-13	3
498	18	Love -- very much	4
1335	50	Bloody	1
900	33	to feel like other movies	3
890	33	is the first computer-generated feature cartoon to feel like other movies	3
1399	51	poet	2
1659	62	But arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .	3
1981	74	work from start to finish .	3
145	4	a Shakespearean tragedy or	2
1282	48	'm sure the filmmaker would disagree , but , honestly , I do n't see the point .	1
1522	55	it is	3
951	35	followed the runaway success of his first film , The Full Monty ,	3
1215	44	material	2
580	22	in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications	3
554	21	indie of the year , so far .	3
714	26	impeccable	4
875	32	ends up	2
226	8	thick	2
1174	43	is to frighten and disturb	1
1446	53	Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .	0
274	11	's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .	1
598	22	publishing world	2
1452	53	Thanks	2
453	16	sweet	4
1847	69	is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all	2
1817	67	gets	2
1726	64	than in most ` right-thinking ' films	2
1183	43	They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
1863	69	sci-fi deconstruction	2
321	12	realization	2
295	11	cliched	1
1367	50	ever	2
46	1	amuses but none of which amounts to much of a story	2
337	12	proves	2
1404	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie	1
1502	54	silly rather than plausible	1
1784	66	rewrite	2
275	11	's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity	1
1027	38	progression	2
857	32	no , paralyzed	1
522	19	as big-screen remakes of The Avengers and The Wild Wild West	1
29	1	is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story	2
532	19	The Wild Wild West	3
733	27	means	2
1436	52	a strong case	3
1041	38	to the phrase ` fatal script error	1
265	10	hate it	0
859	32	, paralyzed	1
267	10	for the same reason	2
1295	48	disagree	3
866	32	...	2
1946	72	a movie	2
1760	66	is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating	0
1234	46	hell-jaunt purists	1
514	18	mainland setting	2
725	26	complications	1
1629	61	The screenplay by James Eric , James Horton and director Peter O'Fallon	2
1842	68	's like a drive-by	1
1972	73	documentary	2
379	14	the ways	2
158	5	Aggressive self-glorification and a manipulative whitewash	0
1451	53	Thanks largely	3
191	6	title character	2
1597	59	its characters	2
223	8	so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	2
251	9	does n't leave you with much	1
1828	67	we	2
1877	69	a love story	2
861	32	by a self-indulgent script	1
1952	72	wondering about the characters ' lives after the clever credits roll	3
71	2	introspective and entertaining	3
1324	49	peppering the pages with memorable zingers	3
1575	59	camera	2
1786	66	designed	2
1552	58	kooky and overeager as it is spooky and subtly in love with myth	3
1244	46	in its storytelling	2
22	1	good for the goose	3
819	30	show	2
366	14	has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .	3
1619	60	Shakespeare	1
1832	67	as an evil , monstrous lunatic	1
643	23	against	2
934	34	makers	2
421	15	judgment	2
1906	70	relationship	2
1607	59	tender	2
134	4	intrigue	3
4	1	A	2
746	28	The Importance of Being Earnest	3
1007	37	feels	2
127	4	ethnography and all the intrigue , betrayal , deceit and murder	2
10	1	demonstrating the adage that what is good for the goose	2
874	32	ends up sounding like satire	1
1987	75	Plays like a series of vignettes	2
1343	50	call for prevention rather than to place blame , making it one of the best war movies ever made	4
1556	58	overeager	1
408	15	I still like Moonlight Mile , better judgment be damned .	3
837	30	actually	2
285	11	Dogs	2
1679	62	flickering	2
815	30	More vaudeville show than well-constructed narrative	1
1276	47	cinematic shell games	2
661	24	''	2
1705	63	funny accents	2
1054	39	Do n't judge this one too soon	3
1460	53	interesting developments	3
1973	74	Reeks of rot and hack work from start to finish .	2
954	35	the runaway success	4
1588	59	back and	2
242	8	Bartlett 's Familiar Quotations	2
1874	69	's a love story as sanguine as its title	3
976	36	the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid	1
1165	43	If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
700	25	start	2
825	30	on those terms it 's inoffensive and actually rather sweet	3
1018	37	entertaining itself	3
1500	54	its convolutions	1
227	8	with wit it plays like a reading from Bartlett 's Familiar Quotations	3
1418	52	deep shelves	2
1240	46	like and	2
177	6	rooted in a sincere performance by the title character undergoing midlife crisis .	4
865	32	script	2
1154	42	playing	2
915	33	early on	2
1697	63	any intrigue -LRB- other than their funny accents -RRB-	2
605	22	case study	2
221	8	Earnest ,	3
1265	47	as any of David	2
1609	60	Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies into a smart new comedy .	3
1585	59	swaying back and forth	2
849	32	Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .	0
1539	58	Mark Pellington 's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .	3
50	1	none of which amounts to much of a story	1
944	34	dash	2
1675	62	offers flickering reminders of the ties that bind us	3
1130	41	modern	2
529	19	The Avengers and	2
1120	41	the five writers	3
1572	59	Claude	3
107	3	a hard time	1
1323	49	while peppering the pages with memorable zingers	3
1070	39	, gritty story	2
541	20	everything	2
1939	72	-LRB- Scherfig -RRB-	2
281	11	recommend Snow Dogs	4
1602	59	beneath otherwise tender movements	3
1548	58	thriller	3
745	28	The Importance of Being Earnest offers opportunities for occasional smiles and chuckles	3
142	4	murder	1
196	6	midlife crisis	1
1938	72	-LRB- Scherfig -RRB- has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .	3
180	6	rooted	3
1117	41	visual	2
1204	44	only	2
933	34	the makers	2
161	5	self-glorification and	1
1066	39	's a dark , gritty story	3
1498	54	bygone	2
1355	50	blame	2
155	4	soap	2
